490.00	0.017450
492.00	0.021781
494.00	0.027018
496.00	0.033306
498.00	0.040802
500.00	0.049673
502.00	0.060097
504.00	0.072255
506.00	0.086333
508.00	0.10251
510.00	0.12096
512.00	0.14185
514.00	0.16530
516.00	0.19144
518.00	0.22032
520.00	0.25199
522.00	0.28642
524.00	0.32352
526.00	0.36315
528.00	0.40510
530.00	0.44909
532.00	0.49476
534.00	0.54168
536.00	0.58935
538.00	0.63724
540.00	0.68472
542.00	0.73117
544.00	0.77591
546.00	0.81827
548.00	0.85757
550.00	0.89316
552.00	0.92445
554.00	0.95088
556.00	0.97198
558.00	0.98737
560.00	0.99677
562.00	1.0000
564.00	0.99699
566.00	0.98782
568.00	0.97264
570.00	0.95174
572.00	0.92549
574.00	0.89437
576.00	0.85893
578.00	0.81976
580.00	0.77751
582.00	0.73285
584.00	0.68646
586.00	0.63901
588.00	0.59114
590.00	0.54346
592.00	0.49651
594.00	0.45080
596.00	0.40676
598.00	0.36473
600.00	0.32502
602.00	0.28782
604.00	0.25330
606.00	0.22154
608.00	0.19255
610.00	0.16631
612.00	0.14276
614.00	0.12178
616.00	0.10324
618.00	0.086974
620.00	0.072817
622.00	0.060586
624.00	0.050095
626.00	0.041164
628.00	0.033614
630.00	0.027279
632.00	0.022000
634.00	0.017632
636.00	0.014044
638.00	0.011116
640.00	0.0087440
642.00	0.0068353
644.00	0.0053101
646.00	0.0040996
648.00	0.0031453
650.00	0.0023982
652.00	0.0018171
654.00	0.0013683
656.00	0.0010240
658.00	7.6149E-4
660.00	5.6279E-4
662.00	4.1334E-4
664.00	3.0170E-4
666.00	2.1884E-4
668.00	1.5775E-4
670.00	1.1301E-4
672.00	8.0450E-5
674.00	5.6917E-5
676.00	4.0018E-5
678.00	2.7961E-5
680.00	1.9416E-5
682.00	1.3398E-5
684.00	9.1878E-6
686.00	6.2616E-6
688.00	4.2408E-6
690.00	2.8543E-6
692.00	1.9092E-6
694.00	1.2691E-6
696.00	8.3832E-7
698.00	5.5034E-7
700.00	3.5904E-7
