490.00	0.0024500
492.00	0.0032140
494.00	0.0057766
496.00	0.014585
498.00	0.012896
500.00	0.017667
502.00	0.025548
504.00	0.039871
506.00	0.062254
508.00	0.093282
510.00	0.13263
512.00	0.18065
514.00	0.24231
516.00	0.32566
518.00	0.43590
520.00	0.57860
522.00	0.76829
524.00	1.0056
526.00	1.2867
528.00	1.6128
530.00	1.9578
532.00	2.2658
534.00	2.5150
536.00	2.7062
538.00	2.8382
540.00	2.9120
542.00	2.9190
544.00	2.8853
546.00	2.8307
548.00	2.7804
550.00	2.7643
552.00	2.8458
554.00	3.1119
556.00	3.8900
558.00	8.8527
560.00	2.6903
562.00	3.7622
564.00	5.2987
566.00	7.7167
568.00	12.466
570.00	26.407
572.00	44.413
574.00	17.842
576.00	10.335
578.00	7.1675
580.00	5.4575
582.00	4.3835
584.00	3.6447
586.00	3.0936
588.00	2.6666
590.00	2.3322
592.00	2.0548
594.00	1.8218
596.00	1.6136
598.00	1.4266
600.00	1.2538
602.00	1.0933
604.00	0.95009
606.00	0.82205
608.00	0.70636
610.00	0.60241
612.00	0.51020
614.00	0.43237
616.00	0.36644
618.00	0.30885
620.00	0.26148
622.00	0.22347
624.00	0.19202
626.00	0.16608
628.00	0.14791
630.00	0.13635
632.00	0.12939
634.00	0.12551
636.00	0.12379
638.00	0.12433
640.00	0.12502
642.00	0.12709
644.00	0.12900
646.00	0.13129
648.00	0.13310
650.00	0.13431
652.00	0.13697
654.00	0.13839
656.00	0.13750
658.00	0.24075
660.00	0.16393
662.00	0.14358
664.00	0.14245
666.00	0.14418
668.00	0.14854
670.00	0.15354
672.00	0.16235
674.00	0.17554
676.00	0.19664
678.00	0.22393
680.00	0.23927
682.00	0.23163
684.00	0.20346
686.00	0.17543
688.00	0.15484
690.00	0.13943
692.00	0.12724
694.00	0.11771
696.00	0.11046
698.00	0.10457
700.00	0.098393
