490.00	0.0086052
492.00	0.0095359
494.00	0.010801
496.00	0.013232
498.00	0.016839
500.00	0.022082
502.00	0.028972
504.00	0.040511
506.00	0.057259
508.00	0.080673
510.00	0.11380
512.00	0.15976
514.00	0.22263
516.00	0.30698
518.00	0.41348
520.00	0.54239
522.00	0.70244
524.00	0.89162
526.00	1.1120
528.00	1.3857
530.00	1.7345
532.00	2.1722
534.00	2.7367
536.00	3.4631
538.00	4.3558
540.00	5.3904
542.00	6.4793
544.00	7.5555
546.00	8.5233
548.00	9.3240
550.00	9.9584
552.00	10.518
554.00	10.990
556.00	11.444
558.00	11.867
560.00	12.222
562.00	12.475
564.00	12.616
566.00	12.711
568.00	12.713
570.00	12.659
572.00	12.542
574.00	12.397
576.00	12.167
578.00	11.931
580.00	11.759
582.00	11.617
584.00	11.498
586.00	11.357
588.00	11.208
590.00	11.088
592.00	10.950
594.00	10.811
596.00	10.619
598.00	10.391
600.00	10.110
602.00	9.7773
604.00	9.4472
606.00	9.1123
608.00	8.7472
610.00	8.3467
612.00	7.9163
614.00	7.5147
616.00	7.1298
618.00	6.7146
620.00	6.3260
622.00	5.9712
624.00	5.5974
626.00	5.1862
628.00	4.8311
630.00	4.5313
632.00	4.2567
634.00	3.9917
636.00	3.7393
638.00	3.5256
640.00	3.3064
642.00	3.1259
644.00	2.9492
646.00	2.7921
648.00	2.6370
650.00	2.4828
652.00	2.3657
654.00	2.2383
656.00	2.1273
658.00	2.0102
660.00	1.9100
662.00	1.8100
664.00	1.7093
666.00	1.6168
668.00	1.5398
670.00	1.4505
672.00	1.3694
674.00	1.2849
676.00	1.2098
678.00	1.1424
680.00	1.0635
682.00	1.0071
684.00	0.94420
686.00	0.88371
688.00	0.83282
690.00	0.78385
692.00	0.73468
694.00	0.68909
696.00	0.64975
698.00	0.61424
700.00	0.57475
